25.2587		30		29.4574		48.5574		1	0	1
25.2587		90		13.0166		35.5881		0	1	1
25.2587		150		38.8108		116.402		0	1	1
25.2587		210		15.6527		187.926		0	1	1
25.2587		270		41.3541		272.934		0	1	1
43.7478		0		21.1353		14.8498		0	1	1
50.5147		30		71.3036		23.2092		0	1	1
43.7478		60		59.071		53.4314		0	1	1
50.5147		90		65.373		72.7333		1	0	1
43.7478		120		27.7431		93.6952		0	1	1
50.5147		150		28.8357		134.5		0	1	1
43.7478		180		29.71		195.02		0	1	1
50.5147		210		54.9954		191.141		1	0	1
43.7478		240		45.5978		268.194		0	1	1
43.7478		300		56.7569		317.999		1	0	1
50.5148		330		70.0932		338.022		1	0	1
66.8212		349.107		80.3402		3.53956		1	0	1
66.8212		10.8934		49.9176		5.65473		1	0	1
75.7654		30		88.1801		44.0267		1	0	1
66.8212		49.1066		57.6348		68.0063		0	1	1
66.8212		70.8934		77.9237		65.8091		0	1	1
75.7654		90		97.789		82.8255		1	0	1
66.8212		109.107		89.0136		102.146		1	0	1
66.8212		130.893		89.9728		125.938		1	0	1
75.7654		150		63.2641		141.778		1	0	1
66.8212		169.107		60.1396		161.697		0	1	1
66.8212		190.893		46.6534		176.838		1	0	1
66.8212		229.107		72.7243		242.317		1	0	1
